22-00065180,ATD - Shared Micromobility,Spot311 Interface,Closed,2022-02-23 11:31:04,2022-02-23 09:25:23,2022-02-23 11:31:04,2022-02-23 11:31:04,"1305 E 6TH ST, AUSTIN, TX 78702",1305,6TH,AUSTIN,78702,TRAVIS,3118611.49914435,10069281.0023594,30.26374243,-97.72930334,"(30.26374243, -97.72930334)",3,585Y,MK22
22-00063225,Animal - Proper Care,Phone,Closed,2022-02-22 07:58:41,2022-02-21 18:51:23,2022-02-22 07:58:41,2022-02-22 07:58:41,"500 COMAL ST, AUSTIN, TX 78702",500,COMAL,AUSTIN,78702,TRAVIS,3119328.24690631,10068857.0016636,30.26253077,-97.72706511,"(30.26253077, -97.72706511)",3,585Y,MK22
22-00063003,View Obstruction at Intersection,Phone,Open,2022-02-22 12:47:30,2022-02-21 15:53:01,2022-02-22 14:10:28,,"ATTAYAC ST & E 7TH ST, AUSTIN, TX",,ATTAYAC ST & E 7TH ST,AUSTIN,78702,TRAVIS,3118668.74721361,10069746.0027143,30.26501696,-97.72908757,"(30.26501696, -97.72908757)",3,585Y,MK22
22-00065206,Traffic Engineering - General,Phone,Open,2022-02-23 10:16:17,2022-02-23 09:35:53,2022-02-23 10:16:17,,"TILLERY ST & STOKES DR, AUSTIN, TX",,TILLERY ST & STOKES DR,AUSTIN,78702,TRAVIS,3126894.74869972,10069639.0013343,30.26419072,-97.70304649,"(30.26419072, -97.70304649)",3,586W,ML22
22-00064520,Sign - New,Spot311 Interface,Closed,2022-02-23 10:03:18,2022-02-22 15:44:15,2022-02-23 10:03:18,2022-02-23 10:03:18,"3601 GOVALLE AVE, AUSTIN, TX 78702",3601,GOVALLE,AUSTIN,78702,TRAVIS,3128241.38780575,10069865.2534176,30.26472503,-97.69876519,"(30.26472503, -97.69876519)",3,586W,ML22
22-00064105,Concerns in the ROW,Phone,Closed,2022-02-23 09:29:15,2022-02-22 12:36:21,2022-02-23 09:29:15,2022-02-23 09:29:15,"1104 TILLERY ST, AUSTIN, TX 78702",1104,TILLERY,AUSTIN,78702,TRAVIS,3126913.49735813,10069906.0000113,30.26492343,-97.70296712,"(30.26492343, -97.70296712)",3,586W,ML22
22-00064041,Loose Dog,Phone,Closed,2022-02-23 14:48:50,2022-02-22 12:08:50,2022-02-23 14:48:50,2022-02-23 14:48:50,"2800 LYONS RD, AUSTIN, TX 78702",2800,LYONS,AUSTIN,78702,TRAVIS,3125478.25278528,10069546.6797699,30.26402895,-97.70753894,"(30.26402895, -97.70753894)",3,586W,ML22
22-00066019,Loose Dog,Spot311 Interface,Open,2022-02-23 17:07:54,2022-02-23 17:07:54,2022-02-23 17:07:54,,"64 WALLER ST, AUSTIN, TX 78702",64,WALLER,AUSTIN,78702,TRAVIS,3117079.97879732,10066722.6341201,30.25680836,-97.73434245,"(30.25680836, -97.73434245)",3,615B,MJ21
22-00065056,ATD - Shared Micromobility,Spot311 Interface,Closed,2022-02-23 11:32:20,2022-02-23 07:42:37,2022-02-23 11:32:20,2022-02-23 11:32:20,"1005 E 2ND ST, AUSTIN, TX 78702",1005,2ND,AUSTIN,78702,TRAVIS,3117174.41807012,10068353.0225817,30.26128397,-97.73392276,"(30.26128397, -97.73392276)",3,615B,MJ21
22-00062792,Austin Code - Request Code Officer,Spot311 Interface,Closed,2022-02-21 13:50:23,2022-02-21 13:41:20,2022-02-21 13:50:23,2022-02-21 13:50:23,"1004 E 2ND ST, AUSTIN, TX 78702",1004,2ND,AUSTIN,78702,TRAVIS,3117226.28049446,10068492.7840852,30.26166482,-97.73374819,"(30.26166482, -97.73374819)",3,615B,MJ21
22-00063677,Austin Code - Request Code Officer,Spot311 Interface,Closed,2022-02-22 09:17:21,2022-02-22 09:08:14,2022-02-22 09:17:21,2022-02-22 09:17:21,"303 NAVASOTA ST, AUSTIN, TX 78702",303,NAVASOTA,AUSTIN,78702,TRAVIS,3118597.12258674,10068401.1276741,30.26132472,-97.72941409,"(30.26132472, -97.72941409)",3,615C,MK21
22-00064932,Loud Commercial Music,Spot311 Interface,Closed,2022-02-23 18:13:35,2022-02-22 22:05:10,2022-02-23 18:13:35,2022-02-23 18:13:35,"2500 E 6TH ST, AUSTIN, TX 78702",2500,6TH,AUSTIN,78702,TRAVIS,3123338.24768231,10067673.0017242,30.25901723,-97.71445531,"(30.25901723, -97.71445531)",3,615D,MK21
22-00066084,ATD - Shared Micromobility,Spot311 Interface,Open,2022-02-23 17:41:09,2022-02-23 17:41:09,2022-02-23 17:41:09,,"1400 HOLLY ST, AUSTIN, TX 78702",1400,HOLLY,AUSTIN,78702,TRAVIS,3117838.4975959,10066342.0004681,30.25571332,-97.73196884,"(30.25571332, -97.73196884)",3,615F,MJ21
22-00065843,Park Maintenance - Grounds,Spot311 Interface,Open,2022-02-23 15:34:21,2022-02-23 15:34:21,2022-02-23 15:34:21,,"1208 NASH HERNANDEZ SR RD, AUSTIN, TX 78702",1208,NASH HERNANDEZ SR,AUSTIN,78702,TRAVIS,3116828.86328573,10065150.448574,30.25250281,-97.73525388,"(30.25250281, -97.73525388)",3,615F,MJ21
22-00065183,Dangerous/Vicious Dog Investigation,Phone,Open,2022-02-23 09:26:57,2022-02-23 09:26:57,2022-02-23 09:27:39,,"1601 HASKELL ST, AUSTIN, TX 78702",1601,HASKELL,AUSTIN,78702,TRAVIS,3118445.24891941,10065314.0000776,30.25284849,-97.73012382,"(30.25284849, -97.73012382)",3,615F,MJ21
22-00065128,Park Maintenance - Grounds,Spot311 Interface,Open,2022-02-23 08:55:09,2022-02-23 08:55:09,2022-02-23 08:55:09,,"17 WALLER ST, AUSTIN, TX 78702",17,WALLER,AUSTIN,78702,TRAVIS,3116745.64841028,10065187.0441169,30.25260875,-97.73551465,"(30.25260875, -97.73551465)",3,615F,MJ21
22-00064490,Sign - New,Spot311 Interface,Open,2022-02-23 09:48:23,2022-02-22 15:26:10,2022-02-23 12:37:57,,"13 N IH 35 SVRD NB, AUSTIN, TX 78702",13,IH 35 SVRD,AUSTIN,78702,TRAVIS,3116728.27941203,10064935.3622153,30.25191803,-97.73558826,"(30.25191803, -97.73558826)",3,615F,MJ21
22-00064290,Found Animal - Pick Up,Phone,Closed,2022-02-23 15:58:22,2022-02-22 13:53:35,2022-02-23 15:58:22,2022-02-23 15:58:22,"1702 RIVERVIEW ST, AUSTIN, TX 78702",1702,RIVERVIEW,AUSTIN,78702,TRAVIS,3118908.99987565,10065222.0001034,30.25256575,-97.72866227,"(30.25256575, -97.72866227)",3,615G,MK21
22-00063917,School Zone - New/Review/Changes,Phone,New,2022-02-22 11:08:37,2022-02-22 11:08:37,2022-02-22 11:08:37,,"84 ROBERT T MARTINEZ JR ST, AUSTIN, TX 78702",84,ROBERT T MARTINEZ JR,AUSTIN,78702,TRAVIS,3121125.74762412,10066014.5597669,30.25460147,-97.72158449,"(30.25460147, -97.72158449)",3,615G,MK21
22-00062705,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-22 09:00:23,2022-02-21 12:46:54,2022-02-22 09:00:23,2022-02-22 09:00:23,"2213 HOLLY ST, AUSTIN, TX 78702",2213,HOLLY,AUSTIN,78702,TRAVIS,3121143.24748341,10064945.0007243,30.25166031,-97.72160861,"(30.25166031, -97.72160861)",3,615G,MK21
22-00063756,Animal Control - Assistance Request,Phone,Closed,2022-02-23 08:12:48,2022-02-22 09:45:39,2022-02-23 08:12:48,2022-02-23 08:12:48,"2613 E CESAR CHAVEZ ST, AUSTIN, TX 78702",2613,CESAR CHAVEZ,AUSTIN,78702,TRAVIS,3123374.749709,10065647.0002557,30.25344574,-97.71449078,"(30.25344574, -97.71449078)",3,615H,MK21
22-00062911,Found Animal Report - Keep,Spot311 Interface,Closed,2022-02-22 10:40:29,2022-02-21 14:59:56,2022-02-22 10:40:28,2022-02-22 10:40:29,"2711 CANTERBURY ST, AUSTIN, TX 78702",2711,CANTERBURY,AUSTIN,78702,TRAVIS,3123526.99817253,10064887.0010121,30.25134678,-97.71406539,"(30.25134678, -97.71406539)",3,615H,MK21
22-00063353,Injured / Sick Animal,Phone,Closed,2022-02-23 14:39:50,2022-02-21 21:46:36,2022-02-23 14:39:49,2022-02-23 14:39:50,"2101 JESSE E SEGOVIA ST, AUSTIN, TX 78702",2101,JESSE E SEGOVIA,AUSTIN,78702,TRAVIS,3120118.73269755,10064238.8815579,30.24978539,-97.72490491,"(30.24978539, -97.72490491)",3,615L,MK20
22-00063328,Injured / Sick Animal,Phone,Closed,2022-02-22 10:20:48,2022-02-21 20:56:57,2022-02-22 10:20:48,2022-02-22 10:20:48,"2101 JESSE E SEGOVIA ST, AUSTIN, TX 78702",2101,JESSE E SEGOVIA,AUSTIN,78702,TRAVIS,3120118.73269755,10064238.8815579,30.24978539,-97.72490491,"(30.24978539, -97.72490491)",3,615L,MK20
22-00063998,Flooding - Past,Phone,Open,2022-02-22 11:50:01,2022-02-22 11:50:01,2022-02-22 11:50:01,,"3211 HOLTON ST B, AUSTIN, TX 78702",3211,HOLTON,AUSTIN,78702,TRAVIS,3126268.24821816,10067076.0013485,30.2571862,-97.70522218,"(30.2571862, -97.70522218)",3,616A,ML21
22-00063821,Animal Control - Assistance Request,Phone,Closed,2022-02-23 12:23:46,2022-02-22 10:22:29,2022-02-23 12:23:46,2022-02-23 12:23:46,"911 MANSELL AVE, AUSTIN, TX 78702",911,MANSELL,AUSTIN,78702,TRAVIS,3129046.24703131,10068276.0019624,30.26030404,-97.69633579,"(30.26030404, -97.69633579)",3,616B,ML21
22-00065701,Injured / Sick Animal,Phone,Closed,2022-02-23 15:03:58,2022-02-23 14:18:48,2022-02-23 15:03:58,2022-02-23 15:03:58,"3403 E 5TH ST, AUSTIN, TX 78702",3403,5TH,AUSTIN,78702,TRAVIS,3126256.2172601,10066066.0911213,30.25441092,-97.70533584,"(30.25441092, -97.70533584)",3,616E,ML21
22-00065369,Austin Code - Request Code Officer,Phone,Closed,2022-02-23 11:20:14,2022-02-23 11:10:11,2022-02-23 11:20:14,2022-02-23 11:20:14,"4701 RED BLUFF RD, AUSTIN, TX 78702",4701,RED BLUFF,AUSTIN,78702,TRAVIS,3126832.16345917,10064910.9598593,30.25119825,-97.70359868,"(30.25119825, -97.70359868)",3,616E,ML21
22-00064573,Sign - Traffic Sign Emergency,Phone,Closed,2022-02-23 08:15:56,2022-02-22 16:14:28,2022-02-23 08:15:56,2022-02-23 08:15:56,"LEVANDER LOOP & E CESAR CHAVEZ ST, AUSTIN, TX",,LEVANDER LOOP & E CESAR CHAVEZ ST,AUSTIN,78702,TRAVIS,3129220.74956778,10064856.0021754,30.25089172,-97.69604002,"(30.25089172, -97.69604002)",3,616F,ML21
22-00065134,Injured / Sick Animal,Phone,Closed,2022-02-23 10:53:02,2022-02-23 08:58:05,2022-02-23 10:53:02,2022-02-23 10:53:02,"71 STRANDTMAN CV, AUSTIN, TX 78702",71,STRANDTMAN,AUSTIN,78702,TRAVIS,3129745.7479214,10064342.0004861,30.24944459,-97.69441638,"(30.24944459, -97.69441638)",3,616K,ML20
22-00065039,ARR - Compost,Phone,Open,2022-02-23 07:28:20,2022-02-23 07:28:20,2022-02-23 07:28:20,,"707 W OLTORF ST, AUSTIN, TX 78704",707,OLTORF,AUSTIN,78704,TRAVIS,3108700.24785142,10061329.0013315,30.24251759,-97.76127138,"(30.24251759, -97.76127138)",3,614Q,MH20
22-00063565,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-22 11:07:13,2022-02-22 08:04:45,2022-02-22 11:07:12,2022-02-22 11:07:13,"1201 FIELDCREST DR, AUSTIN, TX 78704",1201,FIELDCREST,AUSTIN,78704,TRAVIS,3106737.99921677,10061521.0000554,30.24316995,-97.7674698,"(30.24316995, -97.7674698)",3,614Q,MH20
22-00063311,Loose Dog,Spot311 Interface,Closed,2022-02-23 14:39:49,2022-02-21 20:32:28,2022-02-23 14:39:49,2022-02-23 14:39:49,"1100 CUMBERLAND RD, AUSTIN, TX 78704",1100,CUMBERLAND,AUSTIN,78704,TRAVIS,3106370.49904829,10060871.0003736,30.2414065,-97.76868076,"(30.2414065, -97.76868076)",3,614Q,MH20
22-00063278,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-22 09:05:50,2022-02-21 19:32:01,2022-02-22 09:05:50,2022-02-22 09:05:50,"1201 FIELDCREST DR, AUSTIN, TX 78704",1201,FIELDCREST,AUSTIN,78704,TRAVIS,3106737.99921677,10061521.0000554,30.24316995,-97.7674698,"(30.24316995, -97.7674698)",3,614Q,MH20
22-00062899,Park Maintenance - Grounds,Spot311 Interface,Closed,2022-02-22 10:37:30,2022-02-21 14:50:51,2022-02-22 10:37:30,2022-02-22 10:37:30,"1100 CUMBERLAND RD, AUSTIN, TX 78704",1100,CUMBERLAND,AUSTIN,78704,TRAVIS,3106370.49904829,10060871.0003736,30.2414065,-97.76868076,"(30.2414065, -97.76868076)",3,614Q,MH20
22-00062713,Loose Dog,Phone,Closed,2022-02-23 14:42:56,2022-02-21 12:52:24,2022-02-23 14:42:56,2022-02-23 14:42:56,"FLANAGAN CV & RAY WOOD DR, AUSTIN, TX",,FLANAGAN CV & RAY WOOD DR,AUSTIN,78704,TRAVIS,3106177.12719339,10060139.3172344,30.23940746,-97.76934637,"(30.23940746, -97.76934637)",3,614Q,MH20
22-00064806,Park Maintenance - Grounds,Spot311 Interface,Open,2022-02-22 18:51:42,2022-02-22 18:51:42,2022-02-22 18:51:42,,"2459 S 1ST ST, AUSTIN, TX 78704",2459,1ST,AUSTIN,78704,TRAVIS,3109029.67175622,10060777.0943841,30.24097953,-97.76026886,"(30.24097953, -97.76026886)",3,614R,MH20
22-00066045,Austin Code - Request Code Officer,Phone,Closed,2022-02-23 17:26:03,2022-02-23 17:17:39,2022-02-23 17:26:02,2022-02-23 17:26:03,"3603 SOUTHRIDGE DR 1044, AUSTIN, TX 78704",3603,SOUTHRIDGE,AUSTIN,78704,TRAVIS,3103891.00042297,10058107.3062821,30.23396642,-97.77673187,"(30.23396642, -97.77673187)",3,614T,MG19
22-00065520,Austin Code - Request Code Officer,Phone,Closed,2022-02-23 12:44:56,2022-02-23 12:36:09,2022-02-23 12:44:56,2022-02-23 12:44:56,"2903 RAY WOOD DR B, AUSTIN, TX 78704",2903,RAY WOOD,AUSTIN,78704,TRAVIS,3106089.24885561,10059758.0024513,30.23836485,-97.76965241,"(30.23836485, -97.76965241)",3,614U,MH19
22-00065323,ARR - Compost,Phone,Open,2022-02-23 10:39:27,2022-02-23 10:39:27,2022-02-23 10:39:27,,"3005 LOCKE LN, AUSTIN, TX 78704",3005,LOCKE,AUSTIN,78704,TRAVIS,3106226.74908862,10059370.0009306,30.23728958,-97.76924542,"(30.23728958, -97.76924542)",3,614U,MH19
22-00064897,Pothole Repair,Phone,Open,2022-02-22 20:56:14,2022-02-22 20:56:14,2022-02-22 20:56:14,,"3001 S 1ST ST, AUSTIN, TX 78704",3001,1ST,AUSTIN,78704,TRAVIS,3107949.14689432,10058635.6315006,30.23516164,-97.76384635,"(30.23516164, -97.76384635)",3,614U,MH19
22-00065160,Channels/Creeks/Drainage Easement,Phone,Open,2022-02-23 09:13:46,2022-02-23 09:13:46,2022-02-23 09:13:46,,"401 EL PASO ST, AUSTIN, TX 78704",401,EL PASO,AUSTIN,78704,TRAVIS,3108994.99695394,10058731.0015173,30.23535734,-97.76052848,"(30.23535734, -97.76052848)",3,614V,MH19
22-00065568,Loose Dog,Phone,Open,2022-02-23 13:04:54,2022-02-23 13:04:54,2022-02-23 13:04:54,,"SOUTH CENTER ST & GARDEN VILLA LN, AUSTIN, TX",,SOUTH CENTER ST & GARDEN VILLA LN,AUSTIN,78704,TRAVIS,3105240.74940392,10057345.0015247,30.23178559,-97.77251452,"(30.23178559, -97.77251452)",3,614X,MG19
22-00063911,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-22 15:13:15,2022-02-22 11:06:13,2022-02-22 15:13:15,2022-02-22 15:13:15,"1207 SOUTHPORT DR, AUSTIN, TX 78704",1207,SOUTHPORT,AUSTIN,78704,TRAVIS,3104247.73769387,10057458.2029879,30.23215958,-97.77564979,"(30.23215958, -97.77564979)",3,614X,MG19
22-00063262,Austin Code - Request Code Officer,Spot311 Interface,Closed,2022-02-21 19:22:58,2022-02-21 19:13:53,2022-02-21 19:22:57,2022-02-21 19:22:58,"882 W BEN WHITE BLVD SVRD WB, AUSTIN, TX 78704",882,BEN WHITE BLVD SVRD,AUSTIN,78704,TRAVIS,3105142.1221545,10056036.5203091,30.22819501,-97.77292209,"(30.22819501, -97.77292209)",3,614X,MG19
22-00063092,Pothole Repair,Spot311 Interface,Resolved,2022-02-22 11:54:32,2022-02-21 17:03:53,2022-02-22 11:54:32,2022-02-22 11:54:32,"813 SOUTH CENTER ST, AUSTIN, TX 78704",813,SOUTH CENTER,AUSTIN,78704,TRAVIS,3105658.74856902,10057080.583322,30.23103228,-97.77121057,"(30.23103228, -97.77121057)",3,614X,MG19
22-00065728,Lane/Road Closure Notification,Phone,Closed,2022-02-23 14:35:41,2022-02-23 14:35:41,2022-02-23 14:35:41,2022-02-23 14:35:41,"CARDINAL LN & S 1ST ST, AUSTIN, TX",,CARDINAL LN & S 1ST ST,AUSTIN,78704,TRAVIS,3107294.74894132,10057474.0026883,30.23201003,-97.76600289,"(30.23201003, -97.76600289)",3,614Y,MH19
22-00064139,Animal In Vehicle,Phone,Closed,2022-02-22 13:37:18,2022-02-22 12:49:41,2022-02-22 13:37:18,2022-02-22 13:37:18,"3828 S 1ST ST, AUSTIN, TX 78704",3828,1ST,AUSTIN,78704,TRAVIS,3106178.36914565,10055744.209987,30.22732588,-97.76966317,"(30.22732588, -97.76966317)",3,614Y,MH19
22-00063597,Lane/Road Closure Notification,Phone,Closed,2022-02-22 08:28:23,2022-02-22 08:28:23,2022-02-22 08:28:23,2022-02-22 08:28:23,"CARDINAL LN & S 1ST ST, AUSTIN, TX",,CARDINAL LN & S 1ST ST,AUSTIN,78704,TRAVIS,3107294.74894132,10057474.0026883,30.23201003,-97.76600289,"(30.23201003, -97.76600289)",3,614Y,MH19
22-00064112,Austin Code - Request Code Officer,Phone,Closed,2022-02-22 12:48:55,2022-02-22 12:38:31,2022-02-22 12:48:55,2022-02-22 12:48:55,"1401 ST EDWARDS DR 280, AUSTIN, TX 78704",1401,ST EDWARDS,AUSTIN,78704,TRAVIS,3113375.33697964,10056253.7110662,30.22826838,-97.74684386,"(30.22826838, -97.74684386)",3,615W,MJ19
22-00063476,Sign - Traffic Sign Emergency,Phone,Closed,2022-02-22 08:41:01,2022-02-22 06:31:05,2022-02-22 08:41:01,2022-02-22 08:41:01,"WOODBURY DR & E BEN WHITE BLVD SVRD WB, AUSTIN, TX",,WOODBURY DR & E BEN WHITE BLVD SVRD WB,AUSTIN,78704,TRAVIS,3108808.91781013,10053904.0017539,30.22210048,-97.76147092,"(30.22210048, -97.76147092)",3,644C,MH18
22-00063760,AW - Water Conservation Violation,Phone,Closed,2022-02-22 11:20:18,2022-02-22 09:46:39,2022-02-22 11:20:18,2022-02-22 11:20:18,"3910 S IH 35 SVRD SB, AUSTIN, TX 78704",3910,IH 35 SVRD,AUSTIN,78704,TRAVIS,3112222.83241437,10052911.6689567,30.21915526,-97.75073778,"(30.21915526, -97.75073778)",3,644H,MH18
22-00063264,AW - Water Conservation Violation,Phone,Closed,2022-02-22 10:50:52,2022-02-21 19:14:06,2022-02-22 10:50:52,2022-02-22 10:50:52,"4807 PROCK LN, AUSTIN, TX 78721",4807,PROCK,AUSTIN,78721,TRAVIS,3130934.74826677,10071547.001452,30.26917219,-97.69010967,"(30.26917219, -97.69010967)",3,586T,ML22
22-00065816,Pothole Repair,Spot311 Interface,Duplicate (closed),2022-02-23 17:29:05,2022-02-23 15:19:10,2022-02-23 17:29:04,2022-02-23 17:29:05,"1134 GARLAND AVE, AUSTIN, TX 78721",1134,GARLAND,AUSTIN,78721,TRAVIS,3132494.24715022,10072096.0029275,30.27057932,-97.68512965,"(30.27057932, -97.68512965)",3,586U,MM22
22-00065806,Pothole Repair,Spot311 Interface,Resolved,2022-02-23 17:29:04,2022-02-23 15:13:02,2022-02-23 17:29:04,2022-02-23 17:29:04,"1141 GARLAND AVE, AUSTIN, TX 78721",1141,GARLAND,AUSTIN,78721,TRAVIS,3132634.49901201,10072149.0022336,30.27071582,-97.68468149,"(30.27071582, -97.68468149)",3,586U,MM22
22-00062762,Austin Code - Request Code Officer,Phone,Closed,2022-02-21 13:32:14,2022-02-21 13:22:48,2022-02-21 13:32:14,2022-02-21 13:32:14,"1123 SAUCEDO ST, AUSTIN, TX 78721",1123,SAUCEDO,AUSTIN,78721,TRAVIS,3131235.49723181,10070847.0008336,30.26722837,-97.68920995,"(30.26722837, -97.68920995)",3,586X,ML22
22-00064372,Flooding Current (Non-Emergency),Spot311 Interface,Open,2022-02-22 14:31:56,2022-02-22 14:31:56,2022-02-22 14:31:56,,"5200 BOLM RD, AUSTIN, TX 78721",5200,BOLM,AUSTIN,78721,TRAVIS,3130440.26089872,10068138.0957002,30.25983403,-97.69193199,"(30.25983403, -97.69193199)",3,616B,ML21
22-00063529,Park Maintenance - Grounds,Phone,Closed,2022-02-22 07:55:14,2022-02-22 07:34:34,2022-02-22 07:55:14,2022-02-22 07:55:14,"2200 LAKESHORE DR, AUSTIN, TX 78746",2200,LAKESHORE,AUSTIN,78741,TRAVIS,3121026.96750003,10062325.256875,30.24446658,-97.72217152,"(30.24446658, -97.72217152)",3,615L,MK20
22-00063083,Park Maintenance - Grounds,Phone,Closed,2022-02-22 07:54:27,2022-02-21 16:58:09,2022-02-22 07:54:27,2022-02-22 07:54:27,"2200 LAKESHORE DR, AUSTIN, TX 78746",2200,LAKESHORE,AUSTIN,78741,TRAVIS,3121026.96750003,10062325.256875,30.24446658,-97.72217152,"(30.24446658, -97.72217152)",3,615L,MK20
22-00064610,Park Maintenance - Grounds,Spot311 Interface,Open,2022-02-22 16:38:40,2022-02-22 16:38:40,2022-02-22 16:38:40,,"517 S PLEASANT VALLEY RD, AUSTIN, TX 78741",517,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3123313.54861265,10062881.6476911,30.24584823,-97.7148907,"(30.24584823, -97.7148907)",3,615M,MK20
22-00063939,Park Maintenance - Grounds,Phone,Closed,2022-02-22 11:24:46,2022-02-22 11:21:12,2022-02-22 11:24:46,2022-02-22 11:24:46,"517 S PLEASANT VALLEY RD, AUSTIN, TX 78741",517,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3123313.54861265,10062881.6476911,30.24584823,-97.7148907,"(30.24584823, -97.7148907)",3,615M,MK20
22-00063496,Traffic Signal - Maintenance,Phone,Closed,2022-02-22 07:10:20,2022-02-22 06:50:28,2022-02-22 07:10:20,2022-02-22 07:10:20,"515 S PLEASANT VALLEY RD, AUSTIN, TX 78741",515,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3123348.13605542,10062958.6245842,30.24605759,-97.71477546,"(30.24605759, -97.71477546)",3,615M,MK20
22-00064964,Park Maintenance - Grounds,Spot311 Interface,Open,2022-02-22 23:17:43,2022-02-22 23:17:43,2022-02-22 23:17:43,,"1423 S PLEASANT VALLEY RD, AUSTIN, TX 78741",1423,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3121961.1995896,10060316.9360261,30.23888573,-97.71936316,"(30.23888573, -97.71936316)",3,615Q,MK20
22-00063777,Park Maintenance - Grounds,Mobile Device,Closed,2022-02-22 10:02:11,2022-02-22 09:56:27,2022-02-22 10:02:11,2022-02-22 10:02:11,"2300 ORACLE WAY, AUSTIN, TX 78741",2300,ORACLE,AUSTIN,78741,TRAVIS,3121234.14805541,10061883.6591063,30.24323933,-97.72154841,"(30.24323933, -97.72154841)",3,615Q,MK20
22-00066109,ATD - Parking Violation Enforcement,Spot311 Interface,Open,2022-02-23 18:11:23,2022-02-23 18:11:23,2022-02-23 18:11:23,,"901 S PLEASANT VALLEY RD, AUSTIN, TX 78741",901,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3124596.4041734,10062006.6234933,30.24335986,-97.71089443,"(30.24335986, -97.71089443)",3,615R,MK20
22-00064306,Animal Control - Assistance Request,Phone,Closed,2022-02-23 16:34:38,2022-02-22 14:03:58,2022-02-23 16:34:38,2022-02-23 16:34:38,"4600 ELMONT DR 1022C, AUSTIN, TX 78741",4600,ELMONT,AUSTIN,78741,TRAVIS,3122852.9553144,10060647.6811804,30.23973725,-97.71651538,"(30.23973725, -97.71651538)",3,615R,MK20
22-00066144,Pothole Repair,Spot311 Interface,Open,2022-02-23 19:02:49,2022-02-23 19:02:49,2022-02-23 19:02:49,,"2410 E RIVERSIDE DR, AUSTIN, TX 78741",2410,RIVERSIDE,AUSTIN,78741,TRAVIS,3120104.01882335,10059625.5432271,30.23710506,-97.72529402,"(30.23710506, -97.72529402)",3,615U,MK19
22-00065392,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-23 14:03:32,2022-02-23 11:23:16,2022-02-23 14:03:32,2022-02-23 14:03:32,"2508 E RIVERSIDE DR, AUSTIN, TX 78741",2508,RIVERSIDE,AUSTIN,78741,TRAVIS,3120958.9758078,10059176.9902569,30.23581693,-97.72262075,"(30.23581693, -97.72262075)",3,615U,MK19
22-00063894,Austin Code - Request Code Officer,Phone,Closed,2022-02-22 11:06:08,2022-02-22 10:56:38,2022-02-22 11:06:08,2022-02-22 11:06:08,"1301 CROSSING PL, AUSTIN, TX 78741",1301,CROSSING,AUSTIN,78741,TRAVIS,3123710.17044596,10059509.8467631,30.23655408,-97.7138864,"(30.23655408, -97.7138864)",3,615V,MK19
22-00063293,Animal - Proper Care,Phone,Closed,2022-02-23 08:15:49,2022-02-21 20:02:31,2022-02-23 08:15:50,2022-02-23 08:15:49,"1300 CROSSING PL 313, AUSTIN, TX 78741",1300,CROSSING,AUSTIN,78741,TRAVIS,3123538.81986938,10059270.3801003,30.23590692,-97.7144467,"(30.23590692, -97.7144467)",3,615V,MK19
22-00062851,Animal - Proper Care,Phone,New,2022-02-21 14:27:07,2022-02-21 14:27:07,2022-02-21 14:27:07,,"2501 S IH 35 SVRD NB 221, AUSTIN, TX 78741",2501,IH 35 SVRD,Austin,78741,TRAVIS,3115068.11026893,10057440.6687723,30.23142281,-97.74139783,"(30.23142281, -97.74139783)",3,615W,MJ19
22-00065583,Sign - Traffic Sign Emergency,Phone,Closed,2022-02-23 15:00:59,2022-02-23 13:13:30,2022-02-23 15:00:59,2022-02-23 15:00:59,"BURLESON RD & METCALFE RD, AUSTIN, TX",,BURLESON RD & METCALFE RD,AUSTIN,78741,TRAVIS,3116852.7496277,10057083.0003819,30.23032519,-97.73577482,"(30.23032519, -97.73577482)",3,615X,MJ19
22-00065249,Animal - Proper Care,Phone,Closed,2022-02-23 13:09:07,2022-02-23 10:03:29,2022-02-23 13:09:07,2022-02-23 13:09:07,"2336 DOUGLAS ST 1203, AUSTIN, TX 78741",2336,DOUGLAS,AUSTIN,78741,TRAVIS,3117763.74761687,10056344.0025944,30.22823529,-97.7329457,"(30.22823529, -97.7329457)",3,615X,MJ19
22-00064963,Animal - Proper Care,Phone,Closed,2022-02-23 13:45:27,2022-02-22 23:12:32,2022-02-23 13:45:27,2022-02-23 13:45:27,"2207 WICKERSHAM LN, AUSTIN, TX 78741",2207,WICKERSHAM,AUSTIN,78741,TRAVIS,3121645.74924356,10056710.0004548,30.22899127,-97.72063007,"(30.22899127, -97.72063007)",3,615Y,MK19
